http://www.football-lineups.com/footballer/4092/?t=875,Vincent Pericard,29,2%,,
http://www.football-lineups.com/footballer/51570/?t=875,Michelangelo Rampulla,NA,NA,,
http://www.football-lineups.com/footballer/69797/?t=875,Stefano Romano,NA,NA,,
http://www.football-lineups.com/footballer/8812/?t=875,Domenico Maietta,NA,NA,,
http://www.football-lineups.com/footballer/70532/?t=875,Stefano Rondinella,NA,NA,,
http://www.football-lineups.com/footballer/8141/?t=875,Francesco Scardina,NA,NA,,
http://www.football-lineups.com/footballer/7788/?t=875,Felice Piccolo,NA,NA,,
http://www.football-lineups.com/footballer/22218/?t=875,Nuno Fernando Goncalves da Rocha,1041,96%,,
http://www.football-lineups.com/footballer/68902/?t=875,Renivaldo Pereira de Jesus,819,75%,,
http://www.football-lineups.com/footballer/3252/?t=875,Jorge Manuel Almeida Gomes Andrade,1080,100%,,
http://www.football-lineups.com/footballer/8/?t=875,Anderson Luis de Souza,1040,96%,,
http://www.football-lineups.com/footballer/3296/?t=875,Mario Fernando Magalhaes da Silva,936,86%,,
http://www.football-lineups.com/footballer/2529/?t=875,Carlos Humberto Paredes Monges,934,86%,,
http://www.football-lineups.com/footballer/870/?t=875,Francisco Jose Rodrigues da Costa Junior,807,74%,,
http://www.football-lineups.com/footballer/24864/?t=875,Fredrik Soderstrom,438,40%,,
http://www.football-lineups.com/footballer/3658/?t=875,Helder Manuel Marques Postiga,270,25%,,
http://www.football-lineups.com/footballer/4820/?t=875,Hugo Benjamin Ibarra,767,71%,,
http://www.football-lineups.com/footballer/28613/?t=875,Clayton Ferreira da Cruz,638,59%,,
http://www.football-lineups.com/footballer/113/?t=875,Ricardo Alberto Silveira de Carvalho,720,66%,,
http://www.football-lineups.com/footballer/13608/?t=875,Rubens Rodrigues dos Santos Junior,124,11%,,
http://www.football-lineups.com/footballer/18295/?t=875,Sergei Ivanovich Ovchinnikov,450,41%,,
http://www.football-lineups.com/footballer/3506/?t=875,Paulo Jorge Silva Santos,450,41%,,
http://www.football-lineups.com/footballer/3466/?t=875,Ricardo Emido Ramalho Silva,340,31%,,
http://www.football-lineups.com/footballer/18297/?t=875,Dmitri Alenichev,85,7%,,
http://www.football-lineups.com/footballer/3632/?t=875,Candido Alves Moreira da Costa,102,9%,,
http://www.football-lineups.com/footballer/22764/?t=875,Carlos Alberto de Oliveira Secretario,259,23%,,
http://www.football-lineups.com/footballer/11572/?t=875,Vitor Manuel Martins Baia,180,16%,,
http://www.football-lineups.com/footballer/19682/?t=875,Jorge Paulo Costa Almeida,180,16%,,
http://www.football-lineups.com/footballer/70454/?t=875,Rafael Gustavo Dias,48,4%,,
http://www.football-lineups.com/footballer/22427/?t=875,Miran Pavlin,96,8%,,
http://www.football-lineups.com/footballer/5251/?t=875,Paulo Sergio da Costa,48,4%,,
http://www.football-lineups.com/footballer/15966/?t=875,Juan Eduardo Esnaider,22,2%,,
http://www.football-lineups.com/footballer/22762/?t=875,Pedro Manuel Espinha Ferreira,NA,NA,,
http://www.football-lineups.com/footballer/41775/?t=875,Joao Paulo Maio dos Santos,NA,NA,,
http://www.football-lineups.com/footballer/490/?t=875,Robert Pires,1036,95%,,
http://www.football-lineups.com/footballer/236/?t=875,Lauren Etame Mayer,976,90%,,
http://www.football-lineups.com/footballer/243/?t=875,Thierry Henry,988,91%,,
http://www.football-lineups.com/footballer/33/?t=875,Patrick Vieira,990,91%,,
http://www.football-lineups.com/footballer/1113/?t=875,Sylvain Wiltord,700,64%,,
http://www.football-lineups.com/footballer/237/?t=875,Sol Campbell,878,81%,,
http://www.football-lineups.com/footballer/238/?t=875,Karl Fredrik Ljungberg,694,64%,,
http://www.football-lineups.com/footballer/990/?t=875,Nwankwo Kanu,407,37%,,
http://www.football-lineups.com/footballer/36577/?t=875,Gilles Grimandi,421,38%,,
http://www.football-lineups.com/footballer/682/?t=875,Ray Parlour,427,39%,,
http://www.football-lineups.com/footballer/15288/?t=875,David Andrew Seaman,630,58%,,
http://www.football-lineups.com/footballer/5/?t=875,Giovanni van Bronckhorst,565,52%,,
http://www.football-lineups.com/footballer/489/?t=875,Ashley Cole,469,43%,,
http://www.football-lineups.com/footballer/22192/?t=875,Martin Keown,383,35%,,
http://www.football-lineups.com/footballer/4066/?t=875,Matthew Upson,427,39%,,
http://www.football-lineups.com/footballer/521/?t=875,Dennis Bergkamp,310,28%,,
http://www.football-lineups.com/footballer/328/?t=875,Eduardo Cesar Daude Gaspar,218,20%,,
http://www.football-lineups.com/footballer/1011/?t=875,Richard Wright,316,29%,,
http://www.football-lineups.com/footballer/6165/?t=875,Igors Nauris Stepanovs,294,27%,,
http://www.football-lineups.com/footballer/31464/?t=875,Oleg Luzhny,197,18%,,
http://www.football-lineups.com/footballer/796/?t=875,Stuart James Taylor,134,12%,,
http://www.football-lineups.com/footballer/995/?t=875,Francis Jeffers,41,3%,,
http://www.football-lineups.com/footballer/621/?t=875,Jermaine Pennant,13,1%,,
http://www.football-lineups.com/footballer/4082/?t=875,Junichi Inamoto,NA,NA,,
http://www.football-lineups.com/footballer/36576/?t=875,Lee Dixon,180,16%,,
http://www.football-lineups.com/footballer/2212/?t=875,Moritz Volz,NA,NA,,
http://www.football-lineups.com/footballer/10401/?t=875,Graham Stack,NA,NA,,
http://www.football-lineups.com/footballer/2722/?t=875,Efstathios Tavlaridis,NA,NA,,
http://www.football-lineups.com/footballer/3314/?t=875,Jeremie Aliadiere,NA,NA,,
http://www.football-lineups.com/footballer/124/?t=875,Walter Samuel,1080,100%,,
http://www.football-lineups.com/footballer/21989/?t=875,Gabriel Omar Batistuta,819,75%,,
http://www.football-lineups.com/footballer/34/?t=875,Emerson Ferreira da Rosa,990,91%,,
http://www.football-lineups.com/footballer/8873/?t=875,Francisco Govinho Lima,869,80%,,
http://www.football-lineups.com/footballer/146/?t=875,Francesco Totti,977,90%,,
http://www.football-lineups.com/footballer/4259/?t=875,Francesco Antonioli,900,83%,,
http://www.football-lineups.com/footballer/1379/?t=875,Vincent Candela,900,83%,,
http://www.football-lineups.com/footballer/4303/?t=875,Jonathan Zebina,847,78%,,
http://www.football-lineups.com/footballer/17/?t=875,Marcos Evangelista de Moraes,864,80%,,
http://www.football-lineups.com/footballer/1582/?t=875,Marcos dos Santos Assuncao,347,32%,,
http://www.football-lineups.com/footballer/1719/?t=875,Damiano Tommasi,622,57%,,
http://www.football-lineups.com/footballer/1800/?t=875,Marco Delvecchio,362,33%,,
http://www.football-lineups.com/footballer/23506/?t=875,Aldair Nascimento dos Santos,448,41%,,
http://www.football-lineups.com/footballer/148/?t=875,Vincenzo Montella,243,22%,,
http://www.football-lineups.com/footballer/4256/?t=875,Gianni Bismark Guigou Martinez   ( Gianni Guigou ),269,24%,,
http://www.football-lineups.com/footballer/17118/?t=875,Antonio Carlos Zago,406,37%,,
http://www.football-lineups.com/footballer/307/?t=875,Antonio Cassano,173,16%,,
http://www.football-lineups.com/footballer/139/?t=875,Christian Panucci,360,33%,,
http://www.football-lineups.com/footballer/41773/?t=875,Diego Fuser,22,2%,,
http://www.football-lineups.com/footballer/30819/?t=875,Abel Eduardo Balbo,22,2%,,
http://www.football-lineups.com/footballer/1488/?t=875,Ivan Pelizzoli,180,16%,,
http://www.football-lineups.com/footballer/144/?t=875,Daniele De Rossi,19,1%,,
http://www.football-lineups.com/footballer/4323/?t=875,Ivan Tomic,71,6%,,
http://www.football-lineups.com/footballer/1384/?t=875,Sebastiano Siviglia,90,8%,,
http://www.football-lineups.com/footballer/7156/?t=875,Cristian Sebastian Cejas,NA,NA,,
http://www.football-lineups.com/footballer/142/?t=875,Leandro Damian Cufre,NA,NA,,
http://www.football-lineups.com/footballer/3255/?t=875,Juan Carlos Valeron,844,66%,,
http://www.football-lineups.com/footballer/592/?t=875,Noureddine Naybet,1080,85%,,
http://www.football-lineups.com/footballer/1978/?t=875,Diego Tristan Herrera,802,63%,,
http://www.football-lineups.com/footballer/1579/?t=875,Enrique Fernandez Romero,979,77%,,
http://www.football-lineups.com/footballer/2467/?t=875,Lionel Scaloni,771,61%,,
http://www.football-lineups.com/footballer/1975/?t=875,Jose Francisco Molina,946,75%,,
http://www.football-lineups.com/footballer/14194/?t=875,Mauro da Silva Gomes,873,69%,,
http://www.football-lineups.com/footballer/1623/?t=875,Walter Pandiani,386,30%,,
http://www.football-lineups.com/footballer/892/?t=875,Sergio Gonzalez Soriano,665,52%,,
http://www.football-lineups.com/footballer/1142/?t=875,Aldo Pedro Duscher,469,37%,,
http://www.football-lineups.com/footballer/653/?t=875,Roy Makaay,474,37%,,
http://www.football-lineups.com/footballer/3343/?t=875,Victor Sanchez del Amo,667,52%,,
http://www.football-lineups.com/footballer/14223/?t=875,Francisco Javier Gonzalez Perez,587,46%,,
http://www.football-lineups.com/footballer/41565/?t=875,Donato Gama da Silva,680,53%,,
http://www.football-lineups.com/footballer/50784/?t=875,Djalma Feitosa Dias,368,29%,,
http://www.football-lineups.com/footballer/1977/?t=875,Hector Berenguel del Pino,660,52%,,
http://www.football-lineups.com/footballer/14222/?t=875,Jose Emilio Amavisca Garate,515,40%,,
http://www.football-lineups.com/footballer/888/?t=875,Joan Capdevila,332,26%,,
http://www.football-lineups.com/footballer/5202/?t=875,Emerson Moises Costa,467,37%,,
http://www.football-lineups.com/footballer/1989/?t=875,Cesar Martin Villar,486,38%,,
http://www.football-lineups.com/footballer/5946/?t=875,Nuno Herlander Simoes Espirito Santo,314,24%,,
http://www.football-lineups.com/footballer/22808/?t=875,Helder Marino Rodrigues Cristovao,180,14%,,
http://www.football-lineups.com/footballer/896/?t=875,Manuel Pablo Garcia Diaz,180,14%,,
http://www.football-lineups.com/footballer/70457/?t=875,Jose Manuel Colmenero Crespo,90,7%,,
http://www.football-lineups.com/footballer/22777/?t=875,Goran Dorovic,NA,NA,,
http://www.football-lineups.com/footballer/7795/?t=875,Daniel Mallo Castro,NA,NA,,
http://www.football-lineups.com/footballer/140/?t=875,Samuel Osei Kuffour,1244,98%,,
http://www.football-lineups.com/footballer/657/?t=875,Claudio Pizarro,803,63%,,
http://www.football-lineups.com/footballer/649/?t=875,Owen Hargreaves,925,73%,,
http://www.football-lineups.com/footballer/337/?t=875,Robert Kovac,1165,92%,,
http://www.football-lineups.com/footballer/49209/?t=875,Paulo Sergio Silvestre do Nascimento,758,60%,,
http://www.football-lineups.com/footballer/4432/?t=875,Bixente Lizarazu,1036,82%,,
http://www.football-lineups.com/footballer/41086/?t=875,Thorsten Fink,740,58%,,
http://www.football-lineups.com/footballer/644/?t=875,Oliver Kahn,1080,85%,,
http://www.football-lineups.com/footballer/654/?t=875,Roque Santa Cruz,732,58%,,
http://www.football-lineups.com/footballer/4437/?t=875,Giovane Elber de Souza,734,58%,,
http://www.football-lineups.com/footballer/647/?t=875,Willy Sagnol,873,69%,,
http://www.football-lineups.com/footballer/651/?t=875,Hasan Salihamidzic,680,53%,,
http://www.football-lineups.com/footballer/32315/?t=875,Stefan Effenberg,563,44%,,
http://www.football-lineups.com/footballer/12684/?t=875,Alexander Zickler,172,13%,,
http://www.football-lineups.com/footballer/4434/?t=875,Jens Jeremies,481,38%,,
http://www.football-lineups.com/footballer/22189/?t=875,Thomas Linke,365,28%,,
http://www.football-lineups.com/footballer/4509/?t=875,Ciriaco Sforza,187,14%,,
http://www.football-lineups.com/footballer/4469/?t=875,Niko Kovac,233,18%,,
http://www.football-lineups.com/footballer/4306/?t=875,Pablo Thiam,233,18%,,
http://www.football-lineups.com/footballer/4513/?t=875,Carsten Jancker,197,15%,,
http://www.football-lineups.com/footballer/2119/?t=875,Michael Tarnat,224,17%,,
http://www.football-lineups.com/footballer/2032/?t=875,Markus Feulner,103,8%,,
http://www.football-lineups.com/footballer/4447/?t=875,Stefan Wessels,180,14%,,
http://www.football-lineups.com/footballer/660/?t=875,Mehmet Scholl,158,12%,,
http://www.football-lineups.com/footballer/23370/?t=875,Stephan Kling,NA,NA,,
http://www.football-lineups.com/footballer/4590/?t=875,Bernd Dreher,NA,NA,,
http://www.football-lineups.com/footballer/4150/?t=875,Fabien Barthez,1350,93%,,
http://www.football-lineups.com/footballer/22736/?t=875,Laurent Blanc,1312,91%,,
http://www.football-lineups.com/footballer/803/?t=875,Ole Gunnar Solskjaer,622,43%,,
http://www.football-lineups.com/footballer/59/?t=875,Gary Alexander Neville   ( Gary Neville ),1097,76%,,
http://www.football-lineups.com/footballer/58/?t=875,Ruud van Nistelrooy,1215,84%,,
http://www.football-lineups.com/footballer/56/?t=875,Ryan Giggs,1154,80%,,
http://www.football-lineups.com/footballer/43/?t=875,David Beckham,1108,76%,,
http://www.football-lineups.com/footballer/128/?t=875,Juan Sebastian Veron,1118,77%,,
http://www.football-lineups.com/footballer/51/?t=875,Mikael Silvestre,1023,71%,,
http://www.football-lineups.com/footballer/62/?t=875,Paul Aaron Scholes   ( Paul Scholes ),1099,76%,,
http://www.football-lineups.com/footballer/170/?t=875,Roy Maurice Keane,938,65%,,
http://www.football-lineups.com/footballer/31461/?t=875,Denis Irwin,702,48%,,
http://www.football-lineups.com/footballer/750/?t=875,Nicky Butt,689,47%,,
http://www.football-lineups.com/footballer/6342/?t=875,Ronny Johnsen,558,38%,,
http://www.football-lineups.com/footballer/801/?t=875,Wes Brown,577,40%,,
http://www.football-lineups.com/footballer/1001/?t=875,Phil Neville,452,31%,,
http://www.football-lineups.com/footballer/928/?t=875,Diego Forlan Corazo,144,10%,,
http://www.football-lineups.com/footballer/1851/?t=875,Quinton Fortune,320,22%,,
http://www.football-lineups.com/footballer/1337/?t=875,Andrew Cole,114,7%,,
http://www.football-lineups.com/footballer/6585/?t=875,Dwight Yorke,109,7%,,
http://www.football-lineups.com/footballer/49/?t=875,John OShea,51,3%,,
http://www.football-lineups.com/footballer/957/?t=875,Roy Carroll,90,6%,,
http://www.football-lineups.com/footballer/3110/?t=875,Michael Stewart,31,2%,,
http://www.football-lineups.com/footballer/34892/?t=875,David May,69,4%,,
http://www.football-lineups.com/footballer/9749/?t=875,Luke Chadwick,NA,NA,,
http://www.football-lineups.com/footballer/11757/?t=875,Raimond van der Gouw,NA,NA,,
http://www.football-lineups.com/footballer/9692/?t=875,Bojan Djordjic,NA,NA,,
http://www.football-lineups.com/footballer/4080/?t=875,Ronnie Wallwork,NA,NA,,
http://www.football-lineups.com/footballer/317/?t=875,Patrick Kluivert,1304,90%,,
http://www.football-lineups.com/footballer/1124/?t=875,Phillip Cocu,1209,83%,,
http://www.football-lineups.com/footballer/4/?t=875,Carles Puyol Saforcada,1221,84%,,
http://www.football-lineups.com/footballer/299/?t=875,Xavier Hernandez Creus,968,67%,,
http://www.football-lineups.com/footballer/22045/?t=875,Luis Enrique Martinez Garcia,1028,71%,,
http://www.football-lineups.com/footballer/19554/?t=875,Frank de Boer,1110,77%,,
http://www.football-lineups.com/footballer/3208/?t=875,Roberto Bonano,1164,80%,,
http://www.football-lineups.com/footballer/670/?t=875,Fabio Rochemback,626,43%,,
http://www.football-lineups.com/footballer/1299/?t=875,Javier Saviola,771,53%,,
http://www.football-lineups.com/footballer/1062/?t=875,Vitor Borba Ferreira,896,62%,,
http://www.football-lineups.com/footballer/840/?t=875,Gabriel Garcia de la Torre,586,40%,,
http://www.football-lineups.com/footballer/1860/?t=875,Philippe Christanval,917,63%,,
http://www.football-lineups.com/footballer/4391/?t=875,Francesco Coco,757,52%,,
http://www.football-lineups.com/footballer/19555/?t=875,Marc Overmars,639,44%,,
http://www.football-lineups.com/footballer/9469/?t=875,Geovanni Deiberson Mauricio Gomez,286,19%,,
http://www.football-lineups.com/footballer/295/?t=875,Thiago Motta Santon Olivares   ( Thiago Motta ),402,27%,,
http://www.football-lineups.com/footballer/1119/?t=875,Michael Reiziger,208,14%,,
http://www.football-lineups.com/footballer/556/?t=875,Gerard Lopez Segu,308,21%,,
http://www.football-lineups.com/footballer/22794/?t=875,Abelardo Fernandez Antuna,433,30%,,
http://www.football-lineups.com/footballer/10637/?t=875,Sergi Barjuan Esclusa,347,24%,,
http://www.football-lineups.com/footballer/171/?t=875,Jose Manuel Reina Paez,276,19%,,
http://www.football-lineups.com/footballer/10862/?t=875,Patrik Andersson,360,25%,,
http://www.football-lineups.com/footballer/14191/?t=875,Daniel Garcia Lara,16,1%,,
http://www.football-lineups.com/footballer/14190/?t=875,Alfonso Perez Munoz,9,0%,,
http://www.football-lineups.com/footballer/44187/?t=875,Roberto Trashorras Gayoso,NA,NA,,
http://www.football-lineups.com/footballer/1653/?t=875,Fernando Navarro Corbacho,NA,NA,,
http://www.football-lineups.com/footballer/68537/?t=875,Carlos Eduardo Ventura,911,84%,,
http://www.football-lineups.com/footballer/42648/?t=875,Erwin Sanchez Freking,952,88%,,
http://www.football-lineups.com/footballer/53626/?t=875,Alexandre Luiz Goulart,833,77%,,
http://www.football-lineups.com/footballer/1149/?t=875,Ricardo Alexandre Martins Soares Pereira,1080,100%,,
http://www.football-lineups.com/footballer/11573/?t=875,Pedro Emanuel dos Santos Martins Silva,981,90%,,
http://www.football-lineups.com/footballer/19691/?t=875,Elpidio Pereira da Silva Filho,654,60%,,
http://www.football-lineups.com/footballer/68535/?t=875,Paulo Cesar Turra,900,83%,,
http://www.football-lineups.com/footballer/3666/?t=875,Nuno Miguel Frechaut Barreto,900,83%,,
http://www.football-lineups.com/footballer/68536/?t=875,Erivan Nascimento Lima,900,83%,,
http://www.football-lineups.com/footballer/1028/?t=875,Armando Goncalves Teixeira,762,70%,,
http://www.football-lineups.com/footballer/69806/?t=875,Joaquim Pereira da Silva,510,47%,,
http://www.football-lineups.com/footballer/68542/?t=875,Marcio Mandinga dos Santos,279,25%,,
http://www.football-lineups.com/footballer/3562/?t=875,Jose Bosingwa da Silva,344,31%,,
http://www.football-lineups.com/footballer/3536/?t=875,Luis Jorge Pinto da Silva,392,36%,,
http://www.football-lineups.com/footballer/27553/?t=875,Mario Loja,450,41%,,
http://www.football-lineups.com/footballer/3620/?t=875,Pedro Jorge Santos Santos,143,13%,,
http://www.football-lineups.com/footballer/3501/?t=875,Elisergio da Silva,179,16%,,
http://www.football-lineups.com/footballer/69805/?t=875,Rui Oscar Neves de Sousa Viana,226,20%,,
http://www.football-lineups.com/footballer/68541/?t=875,Glauber Gomez de Farias,256,23%,,
http://www.football-lineups.com/footballer/3543/?t=875,Rui Manuel Pinto de Lima,58,5%,,
http://www.football-lineups.com/footballer/3495/?t=875,Fernando Horacio Avalos,180,16%,,
http://www.football-lineups.com/footballer/68543/?t=875,Antonio Filipe de Sousa Gouveia,14,1%,,
http://www.football-lineups.com/footballer/70610/?t=875,Jorge Antonio Pinto do Couto,66,6%,,
http://www.football-lineups.com/footballer/3474/?t=875,Bassey William Andem,NA,NA,,
http://www.football-lineups.com/footballer/69734/?t=875,Luis Miguel Amorim Pedrosa,NA,NA,,
http://www.football-lineups.com/footballer/3646/?t=875,Joao Paulo Pinto Ribeiro,NA,NA,,
http://www.football-lineups.com/footballer/3780/?t=875,Khadim Faye,NA,NA,,
http://www.football-lineups.com/footballer/1270/?t=875,Johann Vogel,530,98%,,
http://www.football-lineups.com/footballer/884/?t=875,Mateja Kezman,540,100%,,
http://www.football-lineups.com/footballer/3315/?t=875,Wilfred Bouma,501,92%,,
http://www.football-lineups.com/footballer/1905/?t=875,Dennis Rommedahl,431,79%,,
http://www.football-lineups.com/footballer/50264/?t=875,Ernest Faber,450,83%,,
http://www.football-lineups.com/footballer/2415/?t=875,Theo Lucius,233,43%,,
http://www.football-lineups.com/footballer/11438/?t=875,John de Jong,233,43%,,
http://www.football-lineups.com/footballer/2124/?t=875,Arnold Bruggink,288,53%,,
http://www.football-lineups.com/footballer/1140/?t=875,Jan Vennegoor of Hesselink,160,29%,,
http://www.football-lineups.com/footballer/758/?t=875,Kevin Hofland,450,83%,,
http://www.football-lineups.com/footballer/2453/?t=875,Giorgi Gakhokidze,56,10%,,
http://www.football-lineups.com/footballer/21012/?t=875,Jan Heintze,354,65%,,
http://www.football-lineups.com/footballer/2483/?t=875,Adil Ramzi,228,42%,,
http://www.football-lineups.com/footballer/22372/?t=875,Yuri Nikiforov,214,39%,,
http://www.football-lineups.com/footballer/23309/?t=875,Patrick Lodewijks,270,50%,,
http://www.football-lineups.com/footballer/996/?t=875,Andre Ooijer,270,50%,,
http://www.football-lineups.com/footballer/4638/?t=875,Ronald Waterreus,180,33%,,
